"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20220101 ~ 20220430"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"서울특별시 영등포구 양평동4가","160-2","0160","0002","약산","39.99","202201","22","20,000","4","1984","선유로 269","","중개거래","서울 영등포구"
"서울특별시 영등포구 양평동5가","9-1","0009","0001","동보","84.48","202202","19","89,500","1","1998","양평로23길 18","","중개거래","서울 영등포구"
"서울특별시 영등포구 양평동5가","9-1","0009","0001","동보","59.4","202204","2","87,000","8","1998","양평로23길 18","","중개거래","서울 영등포구"
"서울특별시 영등포구 양평동5가","76","0076","0000","양평한신","59.94","202202","19","94,000","13","1996","양평로24길 9","","중개거래","서울 성북구"
"서울특별시 영등포구 양평동5가","76","0076","0000","양평한신","84.87","202203","7","110,500","8","1996","양평로24길 9","","중개거래","서울 영등포구"
"서울특별시 영등포구 양평동5가","76","0076","0000","양평한신","59.94","202204","7","90,000","4","1996","양평로24길 9","","중개거래","서울 영등포구"
"서울특별시 영등포구 양평동6가","99","0099","0000","한솔","59.28","202201","22","81,000","14","1999","양평로30길 51","","중개거래","서울 영등포구"
"서울특별시 영등포구 여의도동","48","0048","0000","대우트럼프월드II","233.92","202202","4","410,000","34","2003","여의동로 97","","중개거래","서울 영등포구"
"서울특별시 영등포구 여의도동","61-4","0061","0004","라이프콤비","131.6","202203","16","160,000","20","1994","63로 32","","중개거래","서울 영등포구"
"서울특별시 영등포구 여의도동","61-4","0061","0004","라이프콤비","122.4","202203","22","169,000","22","1994","63로 32","","중개거래","서울 영등포구"
"서울특별시 영등포구 여의도동","61-4","0061","0004","라이프콤비","131.6","202203","25","138,000","18","1994","63로 32","","중개거래","서울 영등포구"
"서울특별시 영등포구 여의도동","43-4","0043","0004","롯데캐슬아이비","113.59","202201","7","197,000","18","2005","국제금융로 86","","중개거래","서울 영등포구"
"서울특별시 영등포구 여의도동","43-4","0043","0004","롯데캐슬아이비","137.09","202202","22","190,000","17","2005","국제금융로 86","","직거래","-"
"서울특별시 영등포구 여의도동","43-4","0043","0004","롯데캐슬아이비","113.59","202203","30","200,000","3","2005","국제금융로 86","","중개거래","서울 영등포구"
"서울특별시 영등포구 여의도동","36","0036","0000","롯데캐슬엠파이어","163.86","202202","22","239,000","14","2005","의사당대로 127","","중개거래","서울 영등포구"
"서울특별시 영등포구 여의도동","36","0036","0000","롯데캐슬엠파이어","120.41","202203","2","192,000","8","2005","의사당대로 127","","중개거래","서울 영등포구"
"서울특별시 영등포구 여의도동","30-2","0030","0002","삼부","106.38","202201","25","272,000","9","1975","국제금융로7길 27","","중개거래","서울 영등포구"
"서울특별시 영등포구 여의도동","21-1","0021","0001","서울","139.31","202203","21","425,000","12","1976","여의나루로 121","","중개거래","서울 영등포구"
"서울특별시 영등포구 여의도동","32","0032","0000","수정","150.65","202201","10","260,000","14","1976","국제금융로7길 1","","중개거래","서울 영등포구"
"서울특별시 영등포구 여의도동","32","0032","0000","수정","150.65","202201","17","260,000","12","1976","국제금융로7길 1","","중개거래","서울 영등포구"
"서울특별시 영등포구 여의도동","40","0040","0000","장미","133.69","202204","13","255,000","3","1978","국제금융로7길 32","","중개거래","서울 영등포구"
"서울특별시 영등포구 여의도동","54","0054","0000","진주","71.97","202203","19","80,000","2","1977","국제금융로 108-6","","직거래","-"
"서울특별시 영등포구 여의도동","42","0042","0000","한양","149.52","202203","29","258,000","4","1975","국제금융로 79","","중개거래","서울 영등포구"
"서울특별시 영등포구 여의도동","42","0042","0000","한양","109.42","202204","14","203,000","1","1975","국제금융로 79","","중개거래","서울 영등포구"
"서울특별시 영등포구 여의도동","40-4","0040","0004","화랑","104.5","202204","5","219,000","7","1977","국제금융로7가길 21","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동","649","0649","0000","두산위브","114.08","202203","19","124,500","10","2004","신길로60나길 9","","중개거래","서울 관악구, 서울 영등포구"
"서울특별시 영등포구 영등포동","648","0648","0000","순영웰라이빌","84.88","202203","5","93,500","6","2002","영등포로62길 42","","중개거래","서울 서초구, 서울 영등포구"
"서울특별시 영등포구 영등포동","647","0647","0000","영등포푸르지오","79.777","202203","4","123,000","14","2002","도신로29길 28","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동","647","0647","0000","영등포푸르지오","79.777","202203","30","121,500","23","2002","도신로29길 28","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동","647","0647","0000","영등포푸르지오","59.912","202204","16","110,000","4","2002","도신로29길 28","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동1가","145","0145","0000","내이처해밀","14.24","202202","8","11,800","7","2012","경인로114길 62","","직거래","-"
"서울특별시 영등포구 영등포동1가","145","0145","0000","내이처해밀","14.89","202202","9","12,200","6","2012","경인로114길 62","","중개거래","서울 양천구"
"서울특별시 영등포구 영등포동1가","145","0145","0000","내이처해밀","14.24","202202","10","12,700","10","2012","경인로114길 62","","중개거래","서울 양천구, 서울 영등포구"
"서울특별시 영등포구 영등포동1가","145","0145","0000","내이처해밀","14.89","202202","22","13,500","5","2012","경인로114길 62","","직거래","-"
"서울특별시 영등포구 영등포동1가","145","0145","0000","내이처해밀","14.24","202202","22","13,500","11","2012","경인로114길 62","","직거래","-"
"서울특별시 영등포구 영등포동1가","145","0145","0000","내이처해밀","14.24","202203","7","12,800","9","2012","경인로114길 62","","중개거래","서울 양천구, 서울 영등포구"
"서울특별시 영등포구 영등포동1가","145","0145","0000","내이처해밀","14.24","202203","16","12,000","2","2012","경인로114길 62","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동1가","145","0145","0000","내이처해밀","14.24","202203","30","12,000","2","2012","경인로114길 62","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동1가","75-4","0075","0004","스테이72여의도","12.97","202201","15","15,000","9","2013","경인로112길 4-7","","직거래","-"
"서울특별시 영등포구 영등포동1가","75-4","0075","0004","스테이72여의도","12.05","202203","21","14,000","9","2013","경인로112길 4-7","20220321","직거래","-"
"서울특별시 영등포구 영등포동1가","75-4","0075","0004","스테이72여의도","12.05","202203","21","13,500","11","2013","경인로112길 4-7","","직거래","-"
"서울특별시 영등포구 영등포동1가","75-4","0075","0004","스테이72여의도","12.4","202203","21","14,000","7","2013","경인로112길 4-7","","직거래","-"
"서울특별시 영등포구 영등포동1가","75-4","0075","0004","스테이72여의도","12.97","202204","27","14,000","12","2013","경인로112길 4-7","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동1가","94-2","0094","0002","여의도더리브스타일","14.8376","202202","9","20,000","7","2020","경인로 900","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동1가","94-2","0094","0002","여의도더리브스타일","14.8376","202203","2","18,500","3","2020","경인로 900","","중개거래","서울 동대문구"
"서울특별시 영등포구 영등포동1가","29","0029","0000","여의도의아침","12.38","202203","22","15,000","4","2012","경인로114길 12","","직거래","-"
"서울특별시 영등포구 영등포동1가","40-1","0040","0001","창방누리애","84.37","202204","9","80,000","7","2006","경인로114가길 11-1","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동1가","144","0144","0000","헤렌어반","13.331","202202","10","12,500","9","2011","경인로114가길 14","","중개거래","서울 양천구"
"서울특별시 영등포구 영등포동1가","144","0144","0000","헤렌어반","12.988","202203","18","11,100","5","2011","경인로114가길 14","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동2가","94-129","0094","0129","경동미르웰여의도","14.03","202202","14","20,000","10","2017","버드나루로7길 3","","직거래","-"
"서울특별시 영등포구 영등포동2가","28-117","0028","0117","이지리움S","12.23","202201","5","15,000","8","2013","국회대로54길 65","","직거래","-"
"서울특별시 영등포구 영등포동2가","28-117","0028","0117","이지리움S","13.35","202201","21","15,500","10","2013","국회대로54길 65","","직거래","-"
"서울특별시 영등포구 영등포동2가","28-117","0028","0117","이지리움S","13.35","202201","28","15,400","7","2013","국회대로54길 65","","직거래","-"
"서울특별시 영등포구 영등포동2가","28-117","0028","0117","이지리움S","13.35","202202","18","15,500","11","2013","국회대로54길 65","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동2가","28-117","0028","0117","이지리움S","12.12","202202","25","15,000","10","2013","국회대로54길 65","","직거래","-"
"서울특별시 영등포구 영등포동2가","28-117","0028","0117","이지리움S","12.4","202202","28","15,000","11","2013","국회대로54길 65","","직거래","-"
"서울특별시 영등포구 영등포동3가","19-2","0019","0002","포레스트힐시티","13.53","202201","10","11,000","11","2014","영중로6길 12","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동3가","19-2","0019","0002","포레스트힐시티","13.53","202203","3","13,200","12","2014","영중로6길 12","","직거래","-"
"서울특별시 영등포구 영등포동3가","19-2","0019","0002","포레스트힐시티","13.53","202203","28","11,430","5","2014","영중로6길 12","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동3가","19-2","0019","0002","포레스트힐시티","13.53","202204","22","11,300","3","2014","영중로6길 12","","직거래","-"
"서울특별시 영등포구 영등포동4가","103","0103","0000","영등포그랑그루","12.1","202201","12","13,000","10","2012","문래로 191","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동4가","103","0103","0000","영등포그랑그루","12.1","202202","15","14,000","10","2012","문래로 191","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동4가","103","0103","0000","영등포그랑그루","12.1","202203","21","14,000","6","2012","문래로 191","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동7가","46-1","0046","0001","경남아너스빌","114.77","202203","3","132,000","13","1998","양산로 177","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동7가","46-1","0046","0001","경남아너스빌","59.9","202203","3","100,700","18","1998","양산로 177","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동7가","46-1","0046","0001","경남아너스빌","59.9","202203","26","82,800","1","1998","양산로 177","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동7가","46-1","0046","0001","경남아너스빌","59.9","202204","5","95,900","4","1998","양산로 177","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동7가","202","0202","0000","브라운스톤","84.9","202204","15","95,000","6","2004","버드나루로12가길 13","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동7가","203","0203","0000","아크로타워스퀘어","84.65","202204","15","161,000","16","2017","국회대로54길 10","","중개거래","서울 강남구, 서울 영등포구"
"서울특별시 영등포구 영등포동7가","94-99","0094","0099","여의휴젠느","35.42","202201","8","50,000","17","2018","국회대로56길 13","","중개거래","서울 마포구, 서울 영등포구"
"서울특별시 영등포구 영등포동7가","94-99","0094","0099","여의휴젠느","36.85","202201","26","53,500","15","2018","국회대로56길 13","","중개거래","경기 남양주시, 서울 영등포구"
"서울특별시 영등포구 영등포동7가","94-51","0094","0051","훼미리하우스117","16.98","202202","18","13,500","12","2012","버드나루로 85","","직거래","-"
"서울특별시 영등포구 영등포동8가","91","0091","0000","당산푸르지오","114.51","202203","2","165,000","8","2004","영중로 154","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동8가","91","0091","0000","당산푸르지오","114.51","202203","22","156,000","11","2004","영중로 154","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동8가","51-1","0051","0001","영등포메이준2011","12.11","202202","18","13,500","19","2012","영중로 120","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동8가","51-1","0051","0001","영등포메이준2011","12.11","202203","1","13,500","18","2012","영중로 120","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동8가","51-1","0051","0001","영등포메이준2011","12.11","202203","15","13,500","18","2012","영중로 120","","중개거래","서울 영등포구"
"서울특별시 용산구 도원동","3-4","0003","0004","제일1","45.26","202202","16","24,000","5","1971","새창로12길 11-7","20220331","중개거래","서울 용산구"
"서울특별시 용산구 도원동","3-4","0003","0004","제일1","45.26","202203","30","18,500","3","1971","새창로12길 11-7","","중개거래","서울 용산구"
"서울특별시 용산구 도원동","3-4","0003","0004","제일1","45.26","202204","18","20,000","1","1971","새창로12길 11-7","","중개거래","서울 용산구"
"서울특별시 용산구 문배동","24-21","0024","0021","아크로타워","84.97","202203","19","147,000","2","2007","백범로90길 26","","중개거래","서울 용산구"
"서울특별시 용산구 문배동","11-10","0011","0010","용산KCC웰츠타워","84.03","202204","14","153,000","25","2015","백범로90길 90","","중개거래","서울 용산구"
"서울특별시 용산구 문배동","24-4","0024","0004","용산큐브","13.01","202202","18","18,400","15","2013","백범로90길 12","","중개거래","서울 용산구"
"서울특별시 용산구 문배동","24-8","0024","0008","프라임팰리스","13.69","202201","29","15,500","18","2012","백범로90길 38","","중개거래","서울 용산구"
"서울특별시 용산구 문배동","24-8","0024","0008","프라임팰리스","21.39","202202","25","25,300","19","2012","백범로90길 38","","중개거래","서울 용산구"
"서울특별시 용산구 보광동","448","0448","0000","신동아1","84.93","202204","7","221,000","1","1992","보광로 14","","중개거래","서울 강남구, 서울 용산구"
"서울특별시 용산구 산천동","204","0204","0000","한강타운","59.69","202204","9","104,000","7","2001","새창로8길 157","","중개거래","서울 용산구"
"서울특별시 용산구 서빙고동","241-21","0241","0021","신동아","140.81","202203","18","405,000","10","1984","이촌로 347","","중개거래","서울 용산구"
"서울특별시 용산구 신계동","48","0048","0000","용산e편한세상","84.21","202203","3","189,500","8","2011","원효로 216","","직거래","-"
"서울특별시 용산구 신계동","48","0048","0000","용산e편한세상","84.21","202203","11","184,000","3","2011","원효로 216","","중개거래","서울 성동구, 서울 용산구"
"서울특별시 용산구 신계동","48","0048","0000","용산e편한세상","84.21","202204","1","210,000","10","2011","원효로 216","","중개거래","서울 서초구"
"서울특별시 용산구 용문동","38-213","0038","0213","대호드림빌(38-213)","83.65","202203","8","88,300","2","2002","효창원로37마길 12","","중개거래","서울 용산구"
"서울특별시 용산구 용문동","90","0090","0000","브라운스톤","59.94","202204","15","130,000","6","2011","효창원로 88","","중개거래","서울 용산구"
"서울특별시 용산구 용산동5가","24-1","0024","0001","용산파크타워(24-1)","139.7","202202","17","285,000","12","2009","서빙고로 69","","중개거래","서울 용산구"
"서울특별시 용산구 원효로1가","17-66","0017","0066","로얄카운티-3","130.93","202201","21","120,000","2","2007","백범로79다길 35","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","212-41","0212","0041","G&D용산드림","16.2","202203","29","59,500","6","2020","이촌로2가길 9","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","430","0430","0000","LG한강자이","203.21","202202","28","440,000","23","2003","이촌로64길 15","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","193-5","0193","0005","강서","54.25","202201","14","118,000","4","1972","이촌로34길 10","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","402","0402","0000","강촌","84.77","202201","5","210,000","8","1998","이촌로87길 14","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","402","0402","0000","강촌","106.645","202202","26","259,500","6","1998","이촌로87길 14","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","436","0436","0000","래미안첼리투스아파트","124.02","202201","8","509,998","41","2015","이촌로 310","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","301-10","0301","0010","로얄맨숀","186.12","202201","27","237,500","8","1972","이촌로75길 6","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","300-27","0300","0027","리버뷰","138.94","202203","19","148,000","8","1970","이촌로 224","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","301-170","0301","0170","반도","197.46","202203","16","308,000","7","1977","이촌로 324-10","","중개거래","서울 서초구, 서울 송파구"
"서울특별시 용산구 이촌동","422","0422","0000","북한강(성원)","59.55","202203","7","177,000","6","2001","이촌로2가길 66","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","300-301","0300","0301","삼익","104.86","202201","21","233,500","6","1979","이촌로 260","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","412","0412","0000","이촌코오롱(A)","84.78","202203","9","209,000","11","1999","이촌로87길 21","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","302-69","0302","0069","정우","257.85","202203","22","246,000","10","1972","이촌로54길 16","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","302-28","0302","0028","타워맨션","154.55","202203","30","230,000","9","1973","이촌로46길 2","","중개거래","서울 광진구"
"서울특별시 용산구 이촌동","404","0404","0000","한가람","114.96","202201","11","283,000","17","1998","이촌로69길 30","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","404","0404","0000","한가람","59.88","202201","27","188,300","9","1998","이촌로65가길 51","","중개거래","서울 서초구"
"서울특별시 용산구 이촌동","404","0404","0000","한가람","84.89","202202","16","240,000","17","1998","이촌로65길 8","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","404","0404","0000","한가람","59.88","202203","12","140,000","18","1998","이촌로69길 30","","직거래","-"
"서울특별시 용산구 이촌동","404","0404","0000","한가람","59.88","202204","8","180,000","8","1998","이촌로65길 8","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","404","0404","0000","한가람","59.88","202204","9","186,000","21","1998","이촌로65가길 23","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","404","0404","0000","한가람","114.96","202204","28","266,000","17","1998","이촌로65가길 51","","직거래","-"
"서울특별시 용산구 이촌동","300-23","0300","0023","한강맨숀","120.56","202201","24","430,000","2","1971","이촌로 248","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","300-23","0300","0023","한강맨숀","120.56","202202","4","425,000","1","1971","이촌로 248","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","301-162","0301","0162","현대맨숀","139.97","202203","21","244,999","2","1974","이촌로 303","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","301-162","0301","0162","현대맨숀","121.44","202203","22","255,000","13","1974","이촌로 303","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","400","0400","0000","현대한강","59.55","202202","12","167,000","18","1997","이촌로34길 29","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","400","0400","0000","현대한강","59.55","202204","11","166,000","12","1997","이촌로34길 29","","중개거래","서울 용산구"
"서울특별시 용산구 이태원동","729","0729","0000","남산대림","149.53","202202","15","190,000","1","1994","녹사평대로 254","","직거래","-"
"서울특별시 용산구 이태원동","252-1","0252","0001","창덕아파트","84.75","202201","17","80,000","2","1996","회나무로21길 7","","중개거래","서울 용산구"
"서울특별시 용산구 이태원동","22-2","0022","0002","청화1","174.38","202201","13","290,000","8","1982","장문로 27","","중개거래","서울 용산구"
"서울특별시 용산구 이태원동","22-2","0022","0002","청화1","174.38","202203","20","290,000","4","1982","장문로 27","","중개거래","서울 용산구"
"서울특별시 용산구 청파동3가","132-50","0132","0050","한울글로리A","91.03","202202","11","52,000","5","2003","효창원로76길 7","","중개거래","서울 광진구"
"서울특별시 용산구 한강로1가","50-1","0050","0001","용산파크자이","123.12","202204","6","200,000","16","2005","한강대로 205","","중개거래","서울 은평구"
"서울특별시 용산구 한강로2가","422","0422","0000","래미안용산더센트럴","161.48","202202","24","390,000","23","2017","한강대로 95","","중개거래","서울 용산구"
"서울특별시 용산구 한강로2가","2-11","0002","0011","한강로대우아이빌","28.22","202203","9","35,000","14","2004","한강대로43길 13","","중개거래","서울 용산구"
"서울특별시 용산구 한강로2가","2-11","0002","0011","한강로대우아이빌","29.68","202203","20","35,000","12","2004","한강대로43길 13","","중개거래","서울 용산구"
"서울특별시 용산구 한강로2가","2-11","0002","0011","한강로대우아이빌","28.22","202204","4","37,000","15","2004","한강대로43길 13","20220427","중개거래","서울 용산구"
"서울특별시 용산구 한강로2가","2-11","0002","0011","한강로대우아이빌","28.22","202204","27","37,000","15","2004","한강대로43길 13","","중개거래","서울 용산구"
"서울특별시 용산구 한강로3가","63-387","0063","0387","시티파크(2단지)","117.62","202201","2","249,000","22","2007","서빙고로 31","","중개거래","서울 용산구"
"서울특별시 용산구 한강로3가","98","0098","0000","용산센트럴파크해링턴스퀘어","114.5011","202204","8","357,840","27","2020","서빙고로 17","","중개거래","서울 용산구"
"서울특별시 용산구 한강로3가","98","0098","0000","용산센트럴파크해링턴스퀘어","102.8617","202204","19","200,500","11","2020","서빙고로 17","","중개거래","서울 관악구"
"서울특별시 용산구 한강로3가","16-85","0016","0085","한강자이에클라트","82.28","202203","29","153,000","22","2006","이촌로 1","","중개거래","서울 용산구"
"서울특별시 용산구 한남동","829","0829","0000","나인원한남","206.8953","202203","24","850,000","8","2019","한남대로 91","","중개거래","서울 용산구"
"서울특별시 용산구 한남동","802","0802","0000","리버탑","59.57","202203","13","120,000","9","2001","독서당로6길 16","","중개거래","서울 용산구"
"서울특별시 용산구 한남동","258","0258","0000","리버티하우스","143.15","202203","27","135,000","15","2001","독서당로 70","","직거래","-"
"서울특별시 용산구 한남동","263-10","0263","0010","성아1","52","202202","26","54,500","11","1970","독서당로 73","","중개거래","서울 용산구"
"서울특별시 용산구 한남동","522-1","0522","0001","한남동동원베네스트","81.83","202203","16","135,000","2","2010","독서당로 22","","중개거래","서울 용산구"
"서울특별시 용산구 한남동","72-1","0072","0001","한남동리첸시아","72.66","202203","30","150,000","7","2004","한남대로 60","","중개거래","서울 서초구"
"서울특별시 용산구 한남동","807","0807","0000","한남힐스테이트","130.898","202201","19","220,000","1","2003","장문로 141","","중개거래","서울 용산구"
"서울특별시 용산구 한남동","737-28","0737","0028","현대안성타워","49.41","202203","8","62,000","13","1998","이태원로 217","","중개거래","서울 강남구"
"서울특별시 용산구 한남동","805","0805","0000","현대하이페리온","203.76","202203","7","470,000","15","2002","서빙고로 413","","중개거래","서울 용산구"
"서울특별시 용산구 한남동","805","0805","0000","현대하이페리온","197.22","202203","13","390,000","14","2002","서빙고로 413","","중개거래","서울 용산구"
"서울특별시 용산구 후암동","1-10","0001","0010","남산애지앙","44.88","202202","7","56,500","1","2003","후암로34길 31-17","","중개거래","서울 용산구"
"서울특별시 용산구 후암동","426","0426","0000","뉴후암","67.11","202202","12","75,000","3","1973","후암로 71","","직거래","-"
"서울특별시 용산구 후암동","423-1","0423","0001","후암미주","62.28","202203","24","110,000","2","1980","후암로 71-1","","중개거래","서울 용산구"
"서울특별시 은평구 갈현동","541-1","0541","0001","갈현건영","59.99","202201","29","41,800","6","2001","갈현로45길 57","","중개거래","서울 은평구"
"서울특별시 은평구 갈현동","540","0540","0000","우남","133.02","202202","28","73,000","11","1998","서오릉로 258","","중개거래","서울 은평구"
"서울특별시 은평구 갈현동","548","0548","0000","유호루하스","28.26","202204","6","22,000","9","2018","갈현로 300","","중개거래","서울 은평구"
"서울특별시 은평구 갈현동","539","0539","0000","한솔","39.96","202201","18","25,200","8","1997","갈현로23길 41","","중개거래","서울 은평구"
"서울특별시 은평구 구산동","382","0382","0000","갈현현대","59.94","202203","4","50,000","2","1998","서오릉로21길 36","","중개거래","서울 은평구"
"서울특별시 은평구 구산동","224","0224","0000","경남아너스빌","84.69","202201","25","47,000","7","2004","갈현로11길 46","","직거래","-"
"서울특별시 은평구 구산동","162-1","0162","0001","경향","124.81","202203","3","58,000","10","1989","갈현로15길 53","","직거래","-"
"서울특별시 은평구 구산동","304-1","0304","0001","세영아파트","53.91","202201","26","35,900","8","2016","서오릉로 267","","중개거래","서울 강북구, 서울 은평구"
"서울특별시 은평구 구산동","199-24","0199","0024","신호(199-24)","74.49","202204","23","29,000","11","2008","서오릉로 181","","중개거래","서울 은평구"
"서울특별시 은평구 구산동","548","0548","0000","은평서해그랑블","59.21","202202","11","75,000","13","2021","서오릉로 253","","중개거래","서울 은평구"
"서울특별시 은평구 구산동","548","0548","0000","은평서해그랑블","59.65","202203","24","66,500","7","2021","서오릉로 253","","중개거래","서울 은평구"
"서울특별시 은평구 녹번동","276","0276","0000","대림아파트(276)","84.94","202202","19","85,000","8","1993","통일로 586","","중개거래","서울 은평구"
"서울특별시 은평구 녹번동","141-8","0141","0008","동호스카이","56.77","202202","22","60,000","5","2009","진흥로 144","","중개거래","서울 은평구"
"서울특별시 은평구 녹번동","283","0283","0000","래미안베라힐즈","59.99","202202","25","107,000","14","2019","통일로 630","","중개거래","서울 서대문구"
"서울특별시 은평구 녹번동","281","0281","0000","북한산푸르지오","84.99","202202","15","127,500","15","2015","통일로 660","","중개거래","서울 은평구"
"서울특별시 은평구 녹번동","281","0281","0000","북한산푸르지오","84.99","202204","17","107,000","18","2015","통일로 660","","중개거래","서울 은평구"
"서울특별시 은평구 녹번동","83-51","0083","0051","세민HIPARK","57.57","202201","17","54,500","8","2008","녹번로 8","","중개거래","서울 은평구"
"서울특별시 은평구 녹번동","279-1","0279","0001","해주드림빌","78.8","202203","3","62,500","4","2001","응암로 366","","직거래","-"
"서울특별시 은평구 녹번동","279-1","0279","0001","해주드림빌","78.8","202203","31","74,000","14","2001","응암로 366","","중개거래","서울 송파구, 서울 은평구"
"서울특별시 은평구 녹번동","282","0282","0000","힐스테이트녹번","84.9","202201","22","129,500","19","2019","통일로 610","","중개거래","서울 은평구"
"서울특별시 은평구 녹번동","282","0282","0000","힐스테이트녹번","84.898","202201","27","139,500","11","2019","통일로 610","","중개거래","서울 은평구"
"서울특별시 은평구 대조동","9-29","0009","0029","뉴캐슬","16.56","202201","24","13,400","9","2013","불광로1길 2-6","","중개거래","서울 은평구"
"서울특별시 은평구 대조동","26-14","0026","0014","대경아르체아파트","29.99","202201","18","42,000","7","2021","진흥로 153","","직거래","-"
"서울특별시 은평구 대조동","26-14","0026","0014","대경아르체아파트","29.99","202201","18","44,000","2","2021","진흥로 153","","직거래","-"
"서울특별시 은평구 대조동","26-14","0026","0014","대경아르체아파트","29.99","202201","18","42,000","9","2021","진흥로 153","","직거래","-"
"서울특별시 은평구 대조동","26-14","0026","0014","대경아르체아파트","29.99","202201","19","42,000","11","2021","진흥로 153","","직거래","-"
"서울특별시 은평구 대조동","26-14","0026","0014","대경아르체아파트","29.99","202201","19","41,000","5","2021","진흥로 153","","직거래","-"
"서울특별시 은평구 대조동","26-14","0026","0014","대경아르체아파트","29.99","202201","19","41,800","12","2021","진흥로 153","","직거래","-"
"서울특별시 은평구 대조동","26-14","0026","0014","대경아르체아파트","29.99","202202","4","41,000","15","2021","진흥로 153","","직거래","-"
"서울특별시 은평구 대조동","26-14","0026","0014","대경아르체아파트","25.28","202202","21","32,000","11","2021","진흥로 153","","직거래","-"
"서울특별시 은평구 대조동","26-14","0026","0014","대경아르체아파트","29.99","202203","3","41,000","15","2021","진흥로 153","","직거래","-"
"서울특별시 은평구 대조동","26-14","0026","0014","대경아르체아파트","29.99","202203","10","42,000","10","2021","진흥로 153","","직거래","-"
"서울특별시 은평구 대조동","26-14","0026","0014","대경아르체아파트","29.99","202203","10","41,200","7","2021","진흥로 153","","직거래","-"
"서울특별시 은평구 대조동","26-14","0026","0014","대경아르체아파트","29.99","202203","10","42,000","12","2021","진흥로 153","","직거래","-"
